cik,tag,year,unit,value
320193,SharesPaidForTaxWithholdingForShareBasedCompensation,2011,shares,1600000
320193,NetCashProvidedByUsedInOperatingActivities,2011,usd,37529000000
320193,StockIssuedDuringPeriodSharesStockOptionsExercised,2011,shares,9697000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,2011,shares,163000
320193,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2011,shares,1700000
320193,WeightedAverageNumberOfSharesOutstandingBasic,2011,shares,924258000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,2011,shares,742000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,2011,shares,6667000
320193,SalesRevenueNet,2011,usd,108249000000
320193,PaymentsToAcquireProductiveAssets,2011,usd,4260000000
320193,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,2011,usd,29000000
320193,IncomeTaxReconciliationDeductionsQualifiedProductionActivities,2011,usd,168000000
320193,InvestmentIncomeInterestAndDividend,2011,usd,519000000
320193,IncreaseDecreaseInOtherOperatingAssets,2011,usd,1391000000
320193,IncreaseDecreaseInOtherReceivables,2011,usd,1934000000
320193,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2011,usd,34205000000
320193,PaymentsForProceedsFromOtherInvestingActivities,2011,usd,259000000
320193,IncomeTaxesPaidNet,2011,usd,3338000000
320193,PaymentsToAcquireAvailableForSaleSecurities,2011,usd,102317000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,2011,usd,-250000000
320193,PaymentsToAcquireBusinessesNetOfCashAcquired,2011,usd,244000000
320193,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,2011,usd,24000000000
320193,OtherNonoperatingIncomeExpense,2011,usd,-104000000
320193,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,2011,usd,92000000
320193,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,2011,usd,-41000000
320193,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,2011,usd,520000000
320193,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,2011,usd,-12000000
320193,IncreaseDecreaseInAccountsReceivable,2011,usd,-143000000
320193,ComprehensiveIncomeNetOfTax,2011,usd,26411000000
320193,GrossProfit,2011,usd,43818000000
320193,OperatingIncomeLoss,2011,usd,33790000000
320193,PaymentsToAcquireIntangibleAssets,2011,usd,3192000000
320193,StandardProductWarrantyAccrualWarrantiesIssued,2011,usd,1626000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,2011,usd,-40000000
320193,PaymentsForRepurchaseOfCommonStock,2011,usd,0
320193,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,2011,usd,542000000
320193,IncomeTaxReconciliationTaxCreditsResearch,2011,usd,167000000
320193,NonoperatingIncomeExpense,2011,usd,415000000
320193,NetIncomeLoss,2011,usd,25922000000
320193,IncreaseDecreaseInInventories,2011,usd,-275000000
320193,OtherComprehensiveIncomeLossNetOfTax,2011,usd,489000000
320193,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2011,usd,1168000000
320193,CostOfGoodsAndServicesSold,2011,usd,64431000000
320193,DepreciationAmortizationAndAccretionNet,2011,usd,1814000000
320193,StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,2011,usd,799000000
320193,DeferredIncomeTaxExpenseBenefit,2011,usd,2868000000
320193,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,2011,usd,18000000
320193,NetCashProvidedByUsedInFinancingActivities,2011,usd,1444000000
320193,ShareBasedCompensation,2011,usd,1168000000
320193,DepreciationAndAmortization,2011,usd,1600000000
320193,CashAndCashEquivalentsPeriodIncreaseDecrease,2011,usd,-1446000000
320193,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,2011,usd,467000000
320193,CurrentStateAndLocalTaxExpenseBenefit,2011,usd,762000000
320193,OperatingLeasesRentExpenseNet,2011,usd,338000000
320193,ProceedsFromSaleOfAvailableForSaleSecurities,2011,usd,49416000000
320193,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,2011,usd,20437000000
320193,EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,2011,usd,520000000
320193,UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,2011,usd,3000000
320193,CurrentFederalTaxExpenseBenefit,2011,usd,3884000000
320193,AdvertisingExpense,2011,usd,933000000
320193,ForeignIncomeTaxExpenseBenefitContinuingOperations,2011,usd,602000000
320193,OperatingExpenses,2011,usd,10028000000
320193,IncomeTaxReconciliationOtherAdjustments,2011,usd,-9000000
320193,SellingGeneralAndAdministrativeExpense,2011,usd,7599000000
320193,IncomeTaxExpenseBenefit,2011,usd,8283000000
320193,StandardProductWarrantyAccrualPayments,2011,usd,1147000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,2011,usd,-450000000
320193,IncreaseDecreaseInDeferredRevenue,2011,usd,1654000000
320193,ImpairmentOfIntangibleAssetsExcludingGoodwill,2011,usd,0
320193,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,2011,usd,-50000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,2011,usd,2600000000
320193,InterestExpense,2011,usd,0
320193,IncomeTaxReconciliationStateAndLocalIncomeTaxes,2011,usd,552000000
320193,IncreaseDecreaseInAccountsPayable,2011,usd,2515000000
320193,ProceedsFromIssuanceOfCommonStock,2011,usd,831000000
320193,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,2011,usd,17000000
320193,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,2011,usd,11973000000
320193,DeferredFederalIncomeTaxExpenseBenefit,2011,usd,2998000000
320193,IncreaseDecreaseInOtherOperatingLiabilities,2011,usd,4495000000
320193,DeferredStateAndLocalIncomeTaxExpenseBenefit,2011,usd,37000000
320193,FederalIncomeTaxExpenseBenefitContinuingOperations,2011,usd,6882000000
320193,ProceedsFromIssuanceOfLongTermDebt,2011,usd,0
320193,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2011,usd,1133000000
320193,GoodwillImpairmentLoss,2011,usd,0
320193,UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,2011,usd,0
320193,AmortizationOfIntangibleAssets,2011,usd,192000000
320193,CurrentForeignTaxExpenseBenefit,2011,usd,769000000
320193,DeferredForeignIncomeTaxExpenseBenefit,2011,usd,-167000000
320193,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,2011,usd,-3898000000
320193,NetCashProvidedByUsedInInvestingActivities,2011,usd,-40419000000
320193,ResearchAndDevelopmentExpense,2011,usd,2429000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,2011,usd,70000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,2011,usd,1500000000
320193,DefinedContributionPlanCostRecognized,2011,usd,90000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,2013,shares,8000
320193,WeightedAverageNumberOfDilutedSharesOutstanding,2013,shares,931662000
320193,WeightedAverageNumberDilutedSharesOutstandingAdjustment,2013,shares,6331000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,2013,shares,6042000
320193,StockRepurchasedAndRetiredDuringPeriodShares,2013,shares,19400000
320193,SharesPaidForTaxWithholdingForShareBasedCompensation,2013,shares,2200000
320193,NetCashProvidedByUsedInOperatingActivities,2013,usd,53666000000
320193,StockIssuedDuringPeriodSharesStockOptionsExercised,2013,shares,2480000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,2013,shares,8000
320193,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2013,shares,4200000
320193,WeightedAverageNumberOfSharesOutstandingBasic,2013,shares,925331000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,2013,shares,1268000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,2013,shares,5631000
320193,SalesRevenueNet,2013,usd,170910000000
320193,PaymentsToAcquireProductiveAssets,2013,usd,8165000000
320193,PaymentsOfDividends,2013,usd,10528000000
320193,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,2013,usd,-791000000
320193,IncomeTaxReconciliationDeductionsQualifiedProductionActivities,2013,usd,308000000
320193,InvestmentIncomeInterestAndDividend,2013,usd,1616000000
320193,IncreaseDecreaseInOtherOperatingAssets,2013,usd,-1080000000
320193,IncreaseDecreaseInOtherReceivables,2013,usd,-223000000
320193,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2013,usd,50155000000
320193,PaymentsForProceedsFromOtherInvestingActivities,2013,usd,160000000
320193,IncomeTaxesPaidNet,2013,usd,9128000000
320193,PaymentsToAcquireAvailableForSaleSecurities,2013,usd,148489000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,2013,usd,255000000
320193,DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,2013,usd,670000000
320193,PaymentsToAcquireBusinessesNetOfCashAcquired,2013,usd,496000000
320193,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,2013,usd,30500000000
320193,OtherNonoperatingIncomeExpense,2013,usd,-324000000
320193,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,2013,usd,522000000
320193,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,2013,usd,-922000000
320193,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,2013,usd,1082000000
320193,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,2013,usd,-112000000
320193,IncreaseDecreaseInAccountsReceivable,2013,usd,2172000000
320193,DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,2013,usd,1046000000
320193,ComprehensiveIncomeNetOfTax,2013,usd,36067000000
320193,GrossProfit,2013,usd,64304000000
320193,DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,2013,usd,-300000000
320193,OperatingIncomeLoss,2013,usd,48999000000
320193,PaymentsToAcquireIntangibleAssets,2013,usd,911000000
320193,StandardProductWarrantyAccrualWarrantiesIssued,2013,usd,5032000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,2013,usd,82000000
320193,PaymentsForRepurchaseOfCommonStock,2013,usd,22860000000
320193,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,2013,usd,64000000
320193,IncomeTaxReconciliationTaxCreditsResearch,2013,usd,287000000
320193,NonoperatingIncomeExpense,2013,usd,1156000000
320193,NetIncomeLoss,2013,usd,37037000000
320193,IncreaseDecreaseInInventories,2013,usd,973000000
320193,OtherComprehensiveIncomeLossNetOfTax,2013,usd,-970000000
320193,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2013,usd,2253000000
320193,CostOfGoodsAndServicesSold,2013,usd,106606000000
320193,DepreciationAmortizationAndAccretionNet,2013,usd,6757000000
320193,StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,2013,usd,773000000
320193,DeferredIncomeTaxExpenseBenefit,2013,usd,1141000000
320193,GoodwillAcquiredDuringPeriod,2013,usd,419000000
320193,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,2013,usd,35000000
320193,NetCashProvidedByUsedInFinancingActivities,2013,usd,-16379000000
320193,DefinedContributionPlanMaximumAnnualContributionsPerEmployeeAmount,2013,usd,17500
320193,ShareBasedCompensation,2013,usd,2253000000
320193,DepreciationAndAmortization,2013,usd,5800000000
320193,CashAndCashEquivalentsPeriodIncreaseDecrease,2013,usd,3513000000
320193,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,2013,usd,816000000
320193,CurrentStateAndLocalTaxExpenseBenefit,2013,usd,1084000000
320193,OperatingLeasesRentExpenseNet,2013,usd,645000000
320193,ProceedsFromSaleOfAvailableForSaleSecurities,2013,usd,104130000000
320193,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,2013,usd,20317000000
320193,EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,2013,usd,1100000000
320193,UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,2013,usd,9000000
320193,CurrentFederalTaxExpenseBenefit,2013,usd,9334000000
320193,AdvertisingExpense,2013,usd,1100000000
320193,ForeignIncomeTaxExpenseBenefitContinuingOperations,2013,usd,1133000000
320193,InterestExpenseDebt,2013,usd,136000000
320193,OperatingExpenses,2013,usd,15305000000
320193,IncomeTaxReconciliationOtherAdjustments,2013,usd,265000000
320193,SellingGeneralAndAdministrativeExpense,2013,usd,10830000000
320193,IncomeTaxExpenseBenefit,2013,usd,13118000000
320193,StandardProductWarrantyAccrualPayments,2013,usd,3703000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,2013,usd,458000000
320193,TreasuryStockValueAcquiredCostMethod,2013,usd,22950000000
320193,IncreaseDecreaseInDeferredRevenue,2013,usd,1459000000
320193,StockRepurchasedAndRetiredDuringPeriodValue,2013,usd,9000000000
320193,ImpairmentOfIntangibleAssetsExcludingGoodwill,2013,usd,0
320193,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,2013,usd,-351000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,2013,usd,1000000000
320193,InterestExpense,2013,usd,136000000
320193,IncomeTaxReconciliationStateAndLocalIncomeTaxes,2013,usd,508000000
320193,IncreaseDecreaseInAccountsPayable,2013,usd,2340000000
320193,ProceedsFromIssuanceOfCommonStock,2013,usd,530000000
320193,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,2013,usd,458000000
320193,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,2013,usd,17554000000
320193,DeferredFederalIncomeTaxExpenseBenefit,2013,usd,1878000000
320193,IncreaseDecreaseInOtherOperatingLiabilities,2013,usd,4521000000
320193,DeferredStateAndLocalIncomeTaxExpenseBenefit,2013,usd,-311000000
320193,FederalIncomeTaxExpenseBenefitContinuingOperations,2013,usd,11212000000
320193,ProceedsFromIssuanceOfLongTermDebt,2013,usd,16896000000
320193,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2013,usd,701000000
320193,GoodwillImpairmentLoss,2013,usd,0
320193,UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,2013,usd,592000000
320193,AmortizationOfIntangibleAssets,2013,usd,960000000
320193,CurrentForeignTaxExpenseBenefit,2013,usd,1559000000
320193,DeferredForeignIncomeTaxExpenseBenefit,2013,usd,-426000000
320193,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,2013,usd,-4614000000
320193,NetCashProvidedByUsedInInvestingActivities,2013,usd,-33774000000
320193,ResearchAndDevelopmentExpense,2013,usd,4475000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,2013,usd,131000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,2013,usd,3100000000
320193,DefinedContributionPlanCostRecognized,2013,usd,135000000
320193,WeightedAverageNumberOfDilutedSharesOutstanding,2012,shares,945355000
320193,WeightedAverageNumberDilutedSharesOutstandingAdjustment,2012,shares,10537000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,2012,shares,6305000
320193,SharesPaidForTaxWithholdingForShareBasedCompensation,2012,shares,2300000
320193,NetCashProvidedByUsedInOperatingActivities,2012,usd,50856000000
320193,StockIssuedDuringPeriodSharesStockOptionsExercised,2012,shares,5337000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,2012,shares,25000
320193,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2012,shares,1000000
320193,WeightedAverageNumberOfSharesOutstandingBasic,2012,shares,934818000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,2012,shares,935000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,2012,shares,7799000
320193,SalesRevenueNet,2012,usd,156508000000
320193,PaymentsToAcquireProductiveAssets,2012,usd,8295000000
320193,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,2012,usd,715000000
320193,IncomeTaxReconciliationDeductionsQualifiedProductionActivities,2012,usd,328000000
320193,InvestmentIncomeInterestAndDividend,2012,usd,1088000000
320193,IncreaseDecreaseInOtherOperatingAssets,2012,usd,3162000000
320193,IncreaseDecreaseInOtherReceivables,2012,usd,1414000000
320193,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2012,usd,55763000000
320193,PaymentsForProceedsFromOtherInvestingActivities,2012,usd,48000000
320193,IncomeTaxesPaidNet,2012,usd,7682000000
320193,PaymentsToAcquireAvailableForSaleSecurities,2012,usd,151232000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,2012,usd,220000000
320193,DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,2012,usd,607000000
320193,PaymentsToAcquireBusinessesNetOfCashAcquired,2012,usd,350000000
320193,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,2012,usd,36800000000
320193,OtherNonoperatingIncomeExpense,2012,usd,-566000000
320193,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,2012,usd,-131000000
320193,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,2012,usd,601000000
320193,PaymentsRelatedToTaxWithholdingForShareBasedCompensation,2012,usd,1226000000
320193,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,2012,usd,-15000000
320193,IncreaseDecreaseInAccountsReceivable,2012,usd,5551000000
320193,DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,2012,usd,-180000000
320193,ComprehensiveIncomeNetOfTax,2012,usd,41789000000
320193,GrossProfit,2012,usd,68662000000
320193,DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,2012,usd,-655000000
320193,OperatingIncomeLoss,2012,usd,55241000000
320193,PaymentsToAcquireIntangibleAssets,2012,usd,1107000000
320193,StandardProductWarrantyAccrualWarrantiesIssued,2012,usd,2184000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,2012,usd,68000000
320193,PaymentsForRepurchaseOfCommonStock,2012,usd,0
320193,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,2012,usd,-530000000
320193,IncomeTaxReconciliationTaxCreditsResearch,2012,usd,103000000
320193,NonoperatingIncomeExpense,2012,usd,522000000
320193,NetIncomeLoss,2012,usd,41733000000
320193,IncreaseDecreaseInInventories,2012,usd,15000000
320193,StockRepurchaseProgramAuthorizedAmount,2012,usd,10000000000
320193,OtherComprehensiveIncomeLossNetOfTax,2012,usd,56000000
320193,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2012,usd,1740000000
320193,CostOfGoodsAndServicesSold,2012,usd,87846000000
320193,DepreciationAmortizationAndAccretionNet,2012,usd,3277000000
320193,StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,2012,usd,1059000000
320193,DeferredIncomeTaxExpenseBenefit,2012,usd,4405000000
320193,GoodwillAcquiredDuringPeriod,2012,usd,245000000
320193,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,2012,usd,13000000
320193,NetCashProvidedByUsedInFinancingActivities,2012,usd,-1698000000
320193,ShareBasedCompensation,2012,usd,1740000000
320193,DepreciationAndAmortization,2012,usd,2600000000
320193,CashAndCashEquivalentsPeriodIncreaseDecrease,2012,usd,931000000
320193,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,2012,usd,567000000
320193,CurrentStateAndLocalTaxExpenseBenefit,2012,usd,1182000000
320193,OperatingLeasesRentExpenseNet,2012,usd,488000000
320193,ProceedsFromSaleOfAvailableForSaleSecurities,2012,usd,99770000000
320193,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,2012,usd,13035000000
320193,EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,2012,usd,1200000000
320193,UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,2012,usd,10000000
320193,CurrentFederalTaxExpenseBenefit,2012,usd,7240000000
320193,AdvertisingExpense,2012,usd,1000000000
320193,ForeignIncomeTaxExpenseBenefitContinuingOperations,2012,usd,713000000
320193,OperatingExpenses,2012,usd,13421000000
320193,IncomeTaxReconciliationOtherAdjustments,2012,usd,162000000
320193,SellingGeneralAndAdministrativeExpense,2012,usd,10040000000
320193,IncomeTaxExpenseBenefit,2012,usd,14030000000
320193,StandardProductWarrantyAccrualPayments,2012,usd,1786000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,2012,usd,399000000
320193,IncreaseDecreaseInDeferredRevenue,2012,usd,2824000000
320193,ImpairmentOfIntangibleAssetsExcludingGoodwill,2012,usd,0
320193,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,2012,usd,73000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,2012,usd,2300000000
320193,InterestExpense,2012,usd,0
320193,IncomeTaxReconciliationStateAndLocalIncomeTaxes,2012,usd,677000000
320193,IncreaseDecreaseInAccountsPayable,2012,usd,4467000000
320193,ProceedsFromIssuanceOfCommonStock,2012,usd,665000000
320193,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,2012,usd,-421000000
320193,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,2012,usd,19517000000
320193,DeferredFederalIncomeTaxExpenseBenefit,2012,usd,5018000000
320193,IncreaseDecreaseInOtherOperatingLiabilities,2012,usd,2552000000
320193,DeferredStateAndLocalIncomeTaxExpenseBenefit,2012,usd,-123000000
320193,FederalIncomeTaxExpenseBenefitContinuingOperations,2012,usd,12258000000
320193,ProceedsFromIssuanceOfLongTermDebt,2012,usd,0
320193,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2012,usd,1351000000
320193,GoodwillImpairmentLoss,2012,usd,0
320193,UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,2012,usd,3000000
320193,AmortizationOfIntangibleAssets,2012,usd,605000000
320193,CurrentForeignTaxExpenseBenefit,2012,usd,1203000000
320193,DeferredForeignIncomeTaxExpenseBenefit,2012,usd,-490000000
320193,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,2012,usd,-5895000000
320193,NetCashProvidedByUsedInInvestingActivities,2012,usd,-48227000000
320193,ResearchAndDevelopmentExpense,2012,usd,3381000000
320193,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,2012,usd,114000000
320193,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,2012,usd,3300000000
320193,DefinedContributionPlanCostRecognized,2012,usd,114000000
320193,SalesRevenueNet,2013,usd,37472000000
320193,PaymentsOfDividends,2013,usd,2763000000
320193,GrossProfit,2013,usd,13871000000
320193,NetIncomeLoss,2013,usd,7512000000
320193,SalesRevenueNet,2012,usd,54512000000
320193,PaymentsOfDividends,2012,usd,2486000000
320193,GrossProfit,2012,usd,21060000000
320193,NetIncomeLoss,2012,usd,13078000000
320193,SalesRevenueNet,2012,usd,39186000000
320193,GrossProfit,2012,usd,18564000000
320193,NetIncomeLoss,2012,usd,11622000000
320193,SalesRevenueNet,2013,usd,43603000000
320193,PaymentsOfDividends,2013,usd,2490000000
320193,GrossProfit,2013,usd,16349000000
320193,NetIncomeLoss,2013,usd,9547000000
320193,SalesRevenueNet,2012,usd,35023000000
320193,GrossProfit,2012,usd,14994000000
320193,NetIncomeLoss,2012,usd,8824000000
320193,SalesRevenueNet,2013,usd,35323000000
320193,PaymentsOfDividends,2013,usd,2789000000
320193,GrossProfit,2013,usd,13024000000
320193,NetIncomeLoss,2013,usd,6900000000
320193,SalesRevenueNet,2012,usd,35966000000
320193,PaymentsOfDividends,2012,usd,2500000000
320193,GrossProfit,2012,usd,14401000000
320193,NetIncomeLoss,2012,usd,8223000000
320193,SalesRevenueNet,2011,usd,46333000000
320193,GrossProfit,2011,usd,20703000000
320193,NetIncomeLoss,2011,usd,13064000000
320193,StockholdersEquity,2011,usd,76615000000
320193,StandardProductWarrantyAccrual,2011,usd,1240000000
320193,UnrecognizedTaxBenefits,2011,usd,1375000000
320193,CashAndCashEquivalentsAtCarryingValue,2011,usd,9815000000
320193,StockRepurchaseProgramAuthorizedAmount1,2013,usd,60000000000
320193,StockRepurchaseProgramAuthorizedAmount1,2014,usd,90000000000
320193,StockRepurchaseProgramAuthorizedAmount1,2012,usd,10000000000
320193,StockholdersEquity,2012,usd,118210000000
320193,StandardProductWarrantyAccrual,2012,usd,1638000000
320193,UnrecognizedTaxBenefits,2012,usd,2062000000
320193,CashAndCashEquivalentsAtCarryingValue,2012,usd,10746000000
320193,CommonStockSharesIssued,2013,shares,6294494000
320193,CommonStockSharesOutstanding,2013,shares,6294494000
320193,CommonStockSharesAuthorized,2013,shares,12600000000
320193,DeferredTaxAssetsValuationAllowance,2013,usd,0
320193,DeferredRevenueNoncurrent,2013,usd,2625000000
320193,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2013,usd,11922000000
320193,LiabilitiesCurrent,2013,usd,43658000000
320193,UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,2013,usd,1400000000
320193,DeferredTaxLiabilitiesOther,2013,usd,112000000
320193,CommonStocksIncludingAdditionalPaidInCapital,2013,usd,19764000000
320193,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2013,usd,-471000000
320193,AccountsPayableCurrent,2013,usd,22367000000
320193,RetainedEarningsAccumulatedDeficit,2013,usd,104256000000
320193,DeferredTaxLiabilitiesNoncurrent,2013,usd,16489000000
